Date,Team,Acquired,Relinquished,Notes
2022-01-16,Wizards,• Davis Bertans,,activated from IL
2022-01-16,Heat,• Marcus Garrett,,activated from IL
2022-01-16,Thunder,,• Vit Krejci,placed on IL with sprained right ankle
2022-01-17,Blazers,,• C.J. Elleby,placed on IL with sprained right ankle
2022-01-17,Blazers,• C.J. McCollum,,activated from IL
2022-01-17,Cavaliers,,• Lamar Stevens,placed on IL with sore left knee
2022-01-17,Clippers,• Justise Winslow,,activated from IL
2022-01-17,Heat,• Edrice Adebayo / Bam Adebayo,,activated from IL
2022-01-17,Jazz,• Elijah Hughes,,activated from IL
2022-01-17,Knicks,,• Nerlens Noel,placed on IL with sore left knee
2022-01-17,Mavericks,,• Reggie Bullock,placed on IL with sore right knee
2022-01-17,Nets,• LaMarcus Aldridge,,activated from IL
2022-01-17,Wizards,• Bradley Beal,,activated from IL
2022-01-17,Bucks,• Langston Galloway,,activated from IL
2022-01-18,Grizzlies,,• Desmond Bane,placed on IL with NBA health and safety protocols
2022-01-18,Grizzlies,,• Kyle Anderson,placed on IL with NBA health and safety protocols
2022-01-18,Grizzlies,• Yves Pons,,activated from IL
2022-01-18,Jazz,,• Donovan Mitchell,placed on IL with concussion
2022-01-18,Jazz,• Jared Butler,,activated from IL
2022-01-18,Kings,• Marvin Bagley III,,activated from IL
2022-01-18,Kings,• Robert Woodard II,,activated from IL
2022-01-18,Kings,• Tristan Thompson,,activated from IL
2022-01-18,Knicks,• Kemba Walker,,activated from IL
2022-01-18,Lakers,,• Sekou Doumbouya,placed on IL with NBA health and safety protocols
2022-01-18,Nets,• James Johnson,,activated from IL
2022-01-18,Pistons,,• Rodney McGruder,placed on IL player not with team
2022-01-18,Pistons,• Rodney McGruder,,activated from IL
2022-01-18,Warriors,• Gary Payton II,,activated from IL
2022-01-18,Warriors,• Stephen Curry,,activated from IL
2022-01-18,Pistons,,• Luka Garza,placed on IL with NBA health and safety protocols
2022-01-19,Blazers,• C.J. Elleby,,activated from IL
2022-01-19,Bucks,• Jrue Holiday,,activated from IL
2022-01-19,Bulls,• Alex Caruso,,activated from IL
2022-01-19,Bulls,• Tyler Cook,,activated from IL
2022-01-19,Celtics,,• Aaron Nesmith,placed on IL with sprained right ankle
2022-01-19,Clippers,,• Nicolas Batum,placed on IL with NBA health and safety protocols
2022-01-19,Clippers,• Luke Kennard,,activated from IL
2022-01-19,Grizzlies,,• Tyus Jones,placed on IL with NBA health and safety protocols
2022-01-19,Heat,,• Tyler Herro,placed on IL with NBA health and safety protocols
2022-01-19,Hornets,• Kelly Oubre Jr.,,activated from IL
2022-01-19,Jazz,,• Rudy Gay,placed on IL with right heel injury
2022-01-19,Lakers,• Carmelo Anthony,,activated from IL
2022-01-19,Mavericks,,• Sterling Brown,placed on IL with sore left foot
2022-01-19,Mavericks,• Reggie Bullock,,activated from IL
2022-01-19,Nets,,• DeAndre' Bembry,placed on IL with back spasms
2022-01-19,Pacers,• Jeremy Lamb,,activated from IL
2022-01-19,Pacers,• Malcolm Brogdon,,activated from IL
2022-01-19,Pistons,• Kelly Olynyk,,activated from IL
2022-01-19,Spurs,• Tre Jones,,activated from IL
2022-01-19,Knicks,• Solomon Hill,,activated from IL
2022-01-20,Jazz,• Rudy Gay,,activated from IL
2022-01-20,Pacers,,• Caris LeVert,placed on IL with right calf injury
2022-01-20,Pacers,,• Domantas Sabonis / Domas Sabonis,placed on IL with sprained left ankle
2022-01-20,Suns,,• Deandre Ayton,placed on IL with sprained right ankle
2022-01-20,Thunder,• Kenrich Williams,,activated from IL
2022-01-21,76ers,,• Seth Curry,placed on IL with sore left ankle
2022-01-21,Clippers,• Nicolas Batum,,activated from IL
2022-01-21,Grizzlies,• Killian Tillie,,activated from IL
2022-01-21,Hawks,,• Danilo Gallinari,placed on IL with sore right Achilles
2022-01-21,Hawks,• Clint Capela,,activated from IL
2022-01-21,Kings,• Tyrese Haliburton,,activated from IL
2022-01-21,Magic,• Wendell Carter Jr.,,activated from IL
2022-01-21,Nets,• DeAndre' Bembry,,activated from IL
2022-01-21,Pistons,,• Killian Hayes,placed on IL with bruised right hip
2022-01-21,Raptors,,• David Johnson (Ricardo),placed on IL with NBA health and safety protocols
2022-01-21,Raptors,• Gary Trent Jr.,,activated from IL
2022-01-21,Warriors,,• Andre Iguodala,placed on IL with left hip injury
2022-01-21,Wizards,,• Kyle Kuzma,placed on IL with neck spasms
2022-01-22,Bucks,,• Giannis Antetokounmpo,placed on IL with sore right knee
2022-01-22,Bucks,,• Lindell Wigginton,placed on IL with NBA health and safety protocols
2022-01-22,Cavaliers,• Lamar Stevens,,activated from IL
2022-01-22,Kings,,• De'Aaron Fox,placed on IL with left ankle injury
2022-01-22,Pistons,,• Kelly Olynyk,placed on IL with NBA health and safety protocols
2022-01-22,Wizards,• Kyle Kuzma,,activated from IL
2022-01-23,Celtics,• Aaron Nesmith,,activated from IL
2022-01-23,Celtics,• Marcus Smart,,activated from IL
2022-01-23,Grizzlies,,• Brandon Clarke,placed on IL with sore back
2022-01-23,Hawks,• Danilo Gallinari,,activated from IL
2022-01-23,Knicks,,• Kemba Walker,placed on IL with sore left knee
2022-01-23,Knicks,• Cameron Reddish / Cam Reddish,,activated from IL
2022-01-23,Knicks,• Nerlens Noel,,activated from IL
2022-01-23,Mavericks,,• Frank Ntilikina,placed on IL with illness
2022-01-23,Nuggets,,• Jeff Green,placed on IL with bruised left quadricep
2022-01-23,Nuggets,,• Markus Howard,placed on IL with illness
2022-01-23,Nuggets,• JaMychal Green,,activated from IL
2022-01-23,Pelicans,,• Brandon Ingram,placed on IL with sprained right ankle
2022-01-23,Pistons,• Killian Hayes,,activated from IL
2022-01-23,Pistons,• Luka Garza,,activated from IL
2022-01-23,Thunder,,• Derrick Favors,placed on IL with sore lower back
2022-01-23,Timberwolves,,• Patrick Beverley,placed on IL with sprained right ankle
2022-01-23,Timberwolves,• Jordan McLaughlin,,activated from IL
2022-01-23,Warriors,,• Klay Thompson,placed on IL with sore left knee
2022-01-24,Blazers,• Norman Powell,,activated from IL
2022-01-24,Bucks,,• Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised left knee
2022-01-24,Bulls,• Javonte Green,,activated from IL
2022-01-24,Bulls,• Zach LaVine,,activated from IL
2022-01-24,Cavaliers,,• Jarrett Allen,placed on IL with illness
2022-01-24,Cavaliers,• Rajon Rondo,,activated from IL
2022-01-24,Jazz,,• Bojan Bogdanovic,placed on IL with finger injury
2022-01-24,Jazz,,• Mike Conley Jr.,placed on IL with right knee injury
2022-01-24,Jazz,,• Rudy Gobert,placed on IL with strained left calf
2022-01-24,Jazz,• Hassan Whiteside,,activated from IL
2022-01-24,Knicks,,• Mitchell Robinson,placed on IL with sprained left ankle
2022-01-24,Knicks,• Kemba Walker,,activated from IL
2022-01-24,Mavericks,• Frank Ntilikina,,activated from IL
2022-01-24,Pacers,• Caris LeVert,,activated from IL
2022-01-24,Pelicans,,• Trey Murphy III,placed on IL with NBA health and safety protocols
2022-01-25,76ers,• Matisse Thybulle,,activated from IL
2022-01-25,Bulls,,• Derrick Jones Jr.,placed on IL with fractured finger
2022-01-25,Jazz,• Bojan Bogdanovic,,activated from IL
2022-01-25,Jazz,• Mike Conley Jr.,,activated from IL
2022-01-25,Kings,,• Chimezie Metu,placed on IL with sore left knee
2022-01-25,Lakers,• Anthony Davis,,activated from IL
2022-01-25,Nets,,• Kyrie Irving,placed on IL ineligible
2022-01-25,Nets,• Nicolas Claxton / Nic Claxton,,activated from IL
2022-01-25,Nuggets,,• Will Barton,placed on IL with right hamstring injury
2022-01-25,Nuggets,• Jeff Green,,activated from IL
2022-01-25,Nuggets,• Markus Howard,,activated from IL
2022-01-25,Pelicans,,• Jonas Valanciunas,placed on IL
2022-01-25,Pelicans,,• Josh Hart,placed on IL with sprained left ankle
2022-01-25,Pistons,• Frank Jackson,,activated from IL
2022-01-25,Raptors,,• Fred VanVleet,placed on IL with sore right knee
2022-01-25,Spurs,,• Keita Bates-Diop,placed on IL with NBA health and safety protocols
2022-01-25,Suns,,• JaVale McGee,placed on IL with sore left knee
2022-01-25,Warriors,• Klay Thompson,,activated from IL
2022-01-26,Blazers,,• Nassir Little,placed on IL with torn labrum in left shoulder
2022-01-26,Blazers,,• Robert Covington,placed on IL with sprained MCL in right knee
2022-01-26,Bucks,• Giannis Antetokounmpo,,activated from IL
2022-01-26,Cavaliers,• Jarrett Allen,,activated from IL
2022-01-26,Grizzlies,• Brandon Clarke,,activated from IL
2022-01-26,Grizzlies,• Desmond Bane,,activated from IL
2022-01-26,Hawks,• Bogdan Bogdanovic,,activated from IL
2022-01-26,Heat,• Tyler Herro,,activated from IL
2022-01-26,Hornets,,• Gordon Hayward,placed on IL with NBA health and safety protocols
2022-01-26,Knicks,,• Nerlens Noel,placed on IL with sore left knee
2022-01-26,Knicks,• Mitchell Robinson,,activated from IL
2022-01-26,Nets,,• Day'Ron Sharpe,placed on IL with illness
2022-01-26,Nuggets,• Will Barton,,activated from IL
2022-01-26,Raptors,• David Johnson (Ricardo),,activated from IL
2022-01-27,76ers,• Danny Green,,activated from IL
2022-01-27,Lakers,,• LeBron James,placed on IL with sore left knee
2022-01-27,Lakers,• Sekou Doumbouya,,activated from IL
2022-01-28,Blazers,,• C.J. Elleby,placed on IL with strained left hamstring
2022-01-28,Blazers,• Robert Covington,,activated from IL
2022-01-28,Bucks,,• Rodney Hood,placed on IL with sore right Achilles
2022-01-28,Bucks,• Lindell Wigginton,,activated from IL
2022-01-28,Bucks,• Wesley Matthews / Wes Matthews Jr.,,activated from IL
2022-01-28,Knicks,• Nerlens Noel,,activated from IL
2022-01-28,Lakers,,• Anthony Davis,placed on IL with sore right wrist
2022-01-28,Nets,• Day'Ron Sharpe,,activated from IL
2022-01-28,Nuggets,,• Will Barton,placed on IL with illness
2022-01-28,Pacers,• Domantas Sabonis / Domas Sabonis,,activated from IL
2022-01-28,Pelicans,,• Jonas Valanciunas,placed on IL with illness
2022-01-28,Pelicans,• Josh Hart,,activated from IL
2022-01-28,Rockets,,• Kevin Porter Jr.,placed on IL with NBA health and safety protocols
2022-01-28,Timberwolves,,• D'Angelo Russell,placed on IL with bruised left shin
2022-01-29,76ers,• Seth Curry,,activated from IL
2022-01-29,Grizzlies,,• Ziaire Williams,placed on IL with sore left knee
2022-01-29,Grizzlies,• Kyle Anderson,,activated from IL
2022-01-29,Kings,• Chimezie Metu,,activated from IL
2022-01-29,Nets,• Kyrie Irving,,activated from IL
2022-01-29,Pacers,,• Goga Bitadze,placed on IL with sore right foot
2022-01-29,Raptors,• Fred VanVleet,,activated from IL
2022-01-29,Spurs,,• Dejounte Murray,placed on IL with bruised left knee
2022-01-29,Spurs,,• Jakob Poeltl,placed on IL with sore lower back
2022-01-30,Bucks,• Rodney Hood,,activated from IL
2022-01-30,Clippers,,• Nicolas Batum,placed on IL with sore lower back
2022-01-30,Grizzlies,• Ziaire Williams,,activated from IL
2022-01-30,Heat,,• Omer Yurtseven,placed on IL with NBA health and safety protocols
2022-01-30,Jazz,,• Danuel House Jr.,placed on IL with NBA health and safety protocols
2022-01-30,Jazz,,• Trent Forrest,placed on IL with sprained right ankle
2022-01-30,Kings,,• Marvin Bagley III,placed on IL with sprained left ankle
2022-01-30,Lakers,• Anthony Davis,,activated from IL
2022-01-30,Nuggets,,• DeMarcus Cousins,placed on IL with sprained right foot
2022-01-30,Nuggets,• Will Barton,,activated from IL
2022-01-30,Pelicans,• Trey Murphy III,,activated from IL
2022-01-30,Pistons,,• Jamorko Pickett,placed on IL with toe injury
2022-01-30,Pistons,,• Josh Jackson,placed on IL with back injury
2022-01-30,Suns,• JaVale McGee,,activated from IL
2022-01-30,Thunder,• Derrick Favors,,activated from IL
2022-01-30,Timberwolves,,• Josh Okogie,placed on IL with bruised right quadriceps
2022-01-30,Warriors,,• Otto Porter Jr.,placed on IL with left foot injury
2022-01-30,Timberwolves,,• Leandro Bolmaro,placed on IL with sprained left ankle
2022-01-31,76ers,,• Furkan Korkmaz,placed on IL with sore left knee
2022-01-31,Cavaliers,,• Darius Garland,placed on IL with sore lower back
2022-01-31,Clippers,,• Ivica Zubac,placed on IL with right calf injury
2022-01-31,Clippers,• Nicolas Batum,,activated from IL
2022-01-31,Grizzlies,• Tyus Jones,,activated from IL
2022-01-31,Hawks,,• Trae Young,placed on IL with right shoulder injury
2022-01-31,Heat,,• Jimmy Butler,placed on IL with right big toe
2022-01-31,Nets,,• LaMarcus Aldridge,placed on IL with sprained left ankle
2022-01-31,Pacers,,• Domantas Sabonis / Domas Sabonis,placed on IL with NBA health and safety protocols
2022-01-31,Pelicans,• Jonas Valanciunas,,activated from IL
2022-01-31,Pistons,• Jerami Grant,,activated from IL
2022-01-31,Pistons,• Kelly Olynyk,,activated from IL
2022-01-31,Rockets,• Kevin Porter Jr.,,activated from IL
2022-01-31,Spurs,• Dejounte Murray,,activated from IL
2022-01-31,Spurs,• Jakob Poeltl,,activated from IL
2022-01-31,Spurs,• Keita Bates-Diop,,activated from IL
2022-01-31,Warriors,,• Nemanja Bjelica,placed on IL with back spasms
2022-01-31,Wizards,,• Bradley Beal,placed on IL with sprained left wrist
2022-01-31,Thunder,,• Isaiah Roby,placed on IL with sprained right ankle
2022-02-01,Heat,• Jimmy Butler,,activated from IL
2022-02-01,Pelicans,,• Josh Hart,placed on IL with bruised left knee
2022-02-01,Pelicans,• Brandon Ingram,,activated from IL
2022-02-01,Suns,• Deandre Ayton,,activated from IL
2022-02-01,Timberwolves,• Patrick Beverley,,activated from IL
2022-02-01,Warriors,,• Andrew Wiggins,placed on IL with sore left knee
2022-02-01,Warriors,,• Klay Thompson,placed on IL with right Achilles tendon injury
2022-02-01,Warriors,,• Stephen Curry,placed on IL with toe injury
2022-02-01,Warriors,• Otto Porter Jr.,,activated from IL
2022-02-02,Blazers,• C.J. Elleby,,activated from IL
2022-02-02,Clippers,,• Jay Scrubb,placed on IL with toe injury
2022-02-02,Jazz,• Trent Forrest,,activated from IL
2022-02-02,Nuggets,,• Aaron Gordon,placed on IL with left hamstring injury
2022-02-02,Nuggets,,• Nikola Jokic,placed on IL with toe injury
2022-02-02,Spurs,,• Jakob Poeltl,placed on IL with concussion
2022-02-02,Spurs,,• Jock Landale,placed on IL with concussion
2022-02-02,Spurs,,• Keita Bates-Diop,placed on IL with conditioning
2022-02-02,Warriors,• Andrew Wiggins,,activated from IL
2022-02-02,Warriors,• Klay Thompson,,activated from IL
2022-02-02,Warriors,• Stephen Curry,,activated from IL
2022-02-02,Wizards,,• Thomas Bryant,placed on IL with sprained right ankle
2022-02-03,Hawks,,• Louis Williams / Lou Williams,placed on IL with lower back spasms
2022-02-03,Hawks,• Trae Young,,activated from IL
2022-02-03,Heat,,• Caleb Martin,placed on IL with left Achilles injury
2022-02-03,Jazz,• Donovan Mitchell,,activated from IL
2022-02-03,Nuggets,• Aaron Gordon,,activated from IL
2022-02-03,Nuggets,• Nikola Jokic,,activated from IL
2022-02-03,Pacers,,• Isaiah Jackson,placed on IL with sprained right ankle
2022-02-03,Pelicans,,• Garrett Temple,placed on IL with NBA health and safety protocols
2022-02-03,Pelicans,,• Guillermo Hernangomez / Willy Hernangomez,placed on IL with NBA health and safety protocols
2022-02-03,Raptors,• Khem Birch,,activated from IL
2022-02-03,Spurs,,• Dejounte Murray,placed on IL with sprained left wrist
2022-02-03,Spurs,,• Doug McDermott,placed on IL with sprained right ankle
2022-02-03,Thunder,,• Aaron Wiggins,placed on IL with sprained right ankle
2022-02-03,Warriors,,• Otto Porter Jr.,placed on IL with tightness in lower back
2022-02-04,Bulls,,• Zach LaVine,placed on IL with back spasms
2022-02-04,Hawks,,• Danilo Gallinari,placed on IL with right hamstring injury
2022-02-04,Hawks,• Louis Williams / Lou Williams,,activated from IL
2022-02-04,Heat,• Omer Yurtseven,,activated from IL
2022-02-04,Hornets,• Gordon Hayward,,activated from IL
2022-02-04,Jazz,,• Jordan Clarkson,placed on IL with sore right knee
2022-02-04,Nuggets,,• Aaron Gordon,placed on IL with left hamstring injury
2022-02-04,Nuggets,• DeMarcus Cousins,,activated from IL
2022-02-04,Spurs,,• Lonnie Walker IV,placed on IL with sore right knee
2022-02-04,Spurs,• Dejounte Murray,,activated from IL
2022-02-04,Spurs,• Doug McDermott,,activated from IL
2022-02-04,Spurs,• Jakob Poeltl,,activated from IL
2022-02-04,Spurs,• Keita Bates-Diop,,activated from IL
2022-02-04,Spurs,• Zach Collins,,activated from IL
2022-02-04,Wizards,• Thomas Bryant,,activated from IL
2022-02-05,Heat,,• Chris Silva,placed on IL ineligible
2022-02-05,Heat,,• Max Strus,placed on IL with bruised right quadriceps
2022-02-05,Heat,• Caleb Martin,,activated from IL
2022-02-05,Lakers,• LeBron James,,activated from IL
2022-02-05,Thunder,,• Luguentz Dort,placed on IL with facial injury
2022-02-06,76ers,• Furkan Korkmaz,,activated from IL
2022-02-06,Bucks,,• Grayson Allen,placed on IL with right hip injury
2022-02-06,Clippers,• Ivica Zubac,,activated from IL
2022-02-06,Hawks,,• Louis Williams / Lou Williams,placed on IL with left hamstring injury
